folioviv;foliohog;ubica_geo;tam_loc;est_socio;est_dis;upm;factor;clase_hog;sexo_jefe;edad_jefe;educa_jefe;tot_integ;percep_ing;ing_cor;ingtrab;gasto_mon;alimentos;vesti_calz;vivienda;limpieza;salud;transporte;educa_espa;personales;transf_gas
500608204;1;5018;1;2;68;1346;202;3;2;28;6;5;2;65673.48;61318.65;16163.53;6685.59;0;2070.96;1228.03;0;3541.91;750;1887.04;0
500608206;1;5018;1;2;68;1346;202;2;1;49;8;3;2;73553.68;67747.23;45307.11;10311.28;0;2721.29;2869.29;1467.39;23320.48;0;4617.38;0
500630501;1;5018;1;3;69;1348;243;1;2;80;3;1;1;22285.79;0;7174.56;3124.26;78.26;1515;1021.89;0;840;0;595.15;0
500630502;1;5018;1;3;69;1348;243;2;1;30;10;3;1;27831.5;27831.5;11398.62;2314.26;1776.46;3841.54;853.51;0;1451.6;0;1161.25;0
500630503;1;5018;1;3;69;1348;243;2;1;80;4;3;1;17826.44;48.91;3604.27;1234.27;0;2370;0;0;0;0;0;0
500630506;1;5018;1;3;69;1348;243;2;1;36;9;4;2;71657.58;71657.58;35470.24;6544.2;4499.93;9117.09;7522.61;0;6633.86;580.64;571.91;0
500644602;1;5018;1;3;69;1349;219;2;2;55;8;3;3;102490.42;82661.52;56121.49;17058.5;1291.27;3283;3079.43;851.07;8447.14;8790;12571.08;750
500644603;1;5018;1;3;69;1349;219;2;1;84;4;3;3;61336.09;30319.65;12110.62;6062.04;0;1155;612;763.02;2288.56;540;690;0
500644604;1;5018;1;3;69;1349;219;2;1;42;8;4;4;64305.7;37893.42;44262.56;14554.11;684.77;3210;2466.44;3247.77;7140;9150;3809.47;0
500644606;1;5018;1;3;69;1349;219;2;2;82;1;2;1;31598.35;27098.35;23028.21;16476.31;0;1680;1131;0;1145.9;150;2445;0
500648801;1;5018;1;3;69;1350;249;3;1;85;1;6;3;46155.71;27885.23;27965.67;8807.05;0;2197.5;711;924.44;10825.68;0;4500;0
500648803;1;5018;1;3;69;1350;249;2;2;64;4;2;2;27024.58;16622.95;15586.41;6145.63;684.78;3020;1731;0;300;960;2745;0
500648804;1;5018;1;3;69;1350;249;2;1;59;7;2;1;22524.59;16524.59;15021.59;3291.38;0;2497.5;2298;190.75;4681.96;0;2062;0
500648805;1;5018;1;3;69;1350;249;2;1;28;8;3;1;23911.45;23911.45;16828.03;6582.71;469.56;5145;1329;127.17;300;24.59;2850;0
500648806;1;5018;1;3;69;1350;249;2;2;64;4;4;2;28303.26;17901.63;12761.5;4178.5;0;780;1563;0;1650;0;4590;0
500653001;1;5018;1;4;70;1351;388;3;1;88;10;4;2;125488.77;0;96736.01;38698.75;4167.37;22858.06;3724.79;5282.59;16134.18;0;5870.27;0
500653002;1;5018;1;4;70;1351;388;2;2;51;10;3;2;25212.19;7434.77;37712.78;21304.35;0;3723.71;3274.8;58.69;5341.93;0;4009.3;0
500653005;1;5018;1;4;70;1351;388;2;1;70;10;2;1;56912.68;0;45061.31;17864.95;0;20554.83;1730.28;0;2370.96;0;2540.29;0
500654401;1;5018;1;4;70;1352;434;2;1;43;11;3;2;325346.65;245176.61;97605.36;16743.76;0;4200;8276.92;8608.68;31132.25;16942.83;11700.92;0
500654403;1;5018;1;4;70;1352;434;2;1;48;10;5;2;580001.94;21989.33;150423.42;28336.93;1799.99;7650;14041.18;0;26455.05;57483.85;14656.42;0
500666901;1;5018;1;2;68;1353;172;2;1;50;8;2;2;38352.54;34288.03;27721.75;13859.91;0;2370.96;1303.51;3599.99;4645.16;0;1942.22;0
500666902;1;5018;1;2;68;1353;172;3;2;47;6;5;3;75702.19;60529.8;54635.98;17923.04;2494.55;1630.64;4214.31;332.59;21363.17;0;3193.81;3483.87
500666903;1;5018;1;2;68;1353;172;2;1;67;5;2;1;32790.66;0;18177.87;4943.51;0;1216.64;3700.31;3213.57;4064.51;0;1039.33;0
500666904;1;5018;1;2;68;1353;172;2;1;62;8;2;1;24866.75;0;13865.32;3754.22;0;2698.64;1320.94;958.67;4122.57;0;1010.28;0
500666905;1;5018;1;2;68;1353;172;2;2;64;3;2;2;38578.18;25434.78;21058.24;6749.95;0;955.64;789.65;4304.33;6885.47;0;1373.2;0
500666906;1;5018;1;2;68;1353;172;1;2;81;1;1;1;17369.43;0;2457.11;385.71;0;1110.48;322.25;0;0;0;638.67;0
500672301;1;5018;1;2;68;1354;174;3;2;59;1;6;3;53694.38;41431.41;16974.14;8074.13;151.61;1320.96;1799.96;0;2961.29;0;2666.19;0
500672302;1;5018;1;2;68;1354;174;2;1;43;4;5;3;36688.6;34927.74;39584.26;10079.86;684.76;6114.67;2470.28;92.93;11450.89;4791.89;3898.98;0
500672304;1;5018;1;2;68;1354;174;2;1;52;8;4;2;38234.67;30937.48;31382.22;10517.07;0;2705.8;4957;1467.38;8343.71;0;3391.26;0
500672305;1;5018;1;2;68;1354;174;2;1;37;8;4;1;17060.57;10178.05;11134.06;2802.82;0;1430.8;937.69;489.13;4103.22;0;1370.4;0
500672306;1;5018;1;2;68;1354;174;3;2;19;5;4;3;33791.78;28467.38;22540.64;7829.85;4206.42;0;1188.04;146.72;2680.41;1222.81;5266.39;0
500678001;1;5018;1;2;68;1355;204;2;1;39;10;4;2;106635.78;100829.33;71639.01;20593.06;0;3281.61;2749.31;782.6;34976.99;6241.92;3013.52;0
500678002;1;5018;1;2;68;1355;204;1;2;77;3;1;1;12031.6;0;6091.92;3754.15;0;1292.32;435.45;122.28;0;0;487.72;0
500678003;1;5018;1;2;68;1355;204;3;1;26;8;2;2;73027.14;73027.14;40792.66;7630.55;2306.72;5729.99;1852.21;371.73;18940.51;0;3960.95;0
500678004;1;5018;1;2;68;1355;204;1;2;35;7;1;1;35495.25;28154.24;14696.55;5669.91;0;1038;853.49;78.26;4223.4;0;1817.37;1016.12
500678005;1;5018;1;2;68;1355;204;2;1;40;6;5;3;42309.52;33456.5;19923.79;6325.6;0;1330.64;1259.97;332.6;7350.83;870.96;2453.19;0
500678006;1;5018;1;2;68;1355;204;3;2;51;6;7;3;108392.84;104038.01;75891.96;13640.26;4040.2;4608.58;3283.46;3785.83;30095.48;9675.3;6762.85;0
500679201;1;5018;1;2;68;1356;205;2;2;32;6;4;1;21801.7;15725.27;7608.91;1967.08;0;735.48;1233.84;0;2380.62;0;1291.89;0
500679202;1;5018;1;2;68;1356;205;2;1;61;6;3;2;141164.78;53752.73;59849.23;34431.71;694.55;2620.64;1492.2;270.95;10558.05;2775.81;3444.89;3560.43
500679203;1;5018;1;2;68;1356;205;3;1;56;4;5;3;69084.84;58368.44;32436.1;16212.69;1633.66;1950.61;1765.69;0;5735.4;98.9;5039.15;0
500679204;1;5018;1;2;68;1356;205;2;2;75;1;2;1;21101.72;336.26;0;0;0;0;0;0;0;0;0;0
500679205;1;5018;1;2;68;1356;205;3;2;51;11;6;2;180465.77;85648.34;91253.75;31326.17;7327.11;6635.61;8679.42;885.31;18449.97;1879.12;16071.04;0
500679206;1;5018;1;2;68;1356;205;2;1;46;6;3;2;30335.49;24478;26801.76;12132.47;48.91;1555.64;2296.41;117.39;2661.29;4645.16;3344.49;0
500682701;1;5018;1;3;69;1357;257;3;1;48;4;4;4;84859.85;70622.16;23426.94;11191.71;0;3330;1161;0;4219.23;0;3525;0
500682704;1;5018;1;3;69;1357;257;2;1;34;10;5;1;52524.58;43524.58;23974.72;7945.65;146.73;5190;3102.34;0;4200;0;3390;0
500682705;1;5018;1;3;69;1357;257;2;2;38;7;4;4;61651;33175.63;17016.78;3677.09;0;1515;2511;0;3535.69;4800;978;0
500682706;1;5018;1;3;69;1357;257;2;1;41;8;5;1;31401.61;14901.63;14123.49;2442.8;0;2700;1428;0;3685.69;0;3867;0
500705202;1;5018;1;3;69;1358;154;2;1;73;4;2;2;29906.4;989.01;20545.51;10735.54;273.91;2606.61;1683.83;0;3919.35;0;1326.27;0
500705204;1;5018;1;3;69;1358;154;2;2;58;11;3;3;16068.87;15624.69;21263.01;4085.37;195.64;1530.48;1330.68;215.2;10598.75;0;1184.48;2122.41
500705206;1;5018;1;3;69;1358;154;2;1;55;8;3;3;86953.8;86953.8;46072.27;15833.47;2474.97;12040.63;3977.27;410.86;4741.91;1741.93;4851.23;0
500707502;1;5018;1;3;69;1359;211;2;2;49;10;2;1;111060.15;90737.57;17879.76;1182.83;0;7735.15;3866.78;295.43;2421;642.48;1039.32;696.77
500707504;1;5018;1;3;69;1359;211;2;1;56;11;4;1;17009.11;0;18646.22;5798.53;586.94;3875;998.68;0;6416.12;0;970.95;0
500707505;1;5018;1;3;69;1359;211;1;2;73;4;1;1;10975.43;0;6386.7;1118.54;0;2460;69.66;146.73;1427.41;636;354.17;174.19
500707506;1;5018;1;3;69;1359;211;2;1;71;4;2;2;30626.85;0;6740.02;2274.41;0;1030;0;0;2150.61;960;325;0
500708605;1;5018;1;3;69;1360;208;2;1;60;6;3;3;59114.73;23606.55;55437.03;17639.92;2022.01;7275;15613.29;0;7850.6;0;4446.05;590.16
500708606;1;5018;1;3;69;1360;208;2;1;45;8;7;1;35567.91;21639.34;26855.61;13255.61;0;3400;3255;0;4290;0;2655;0
500711801;1;5018;1;3;69;1361;259;3;2;30;10;2;2;29842.59;27442.59;16105.88;6338.49;1369.55;1875;1080;0;3612.84;0;1830;0
500711802;1;5018;1;3;69;1361;259;2;1;71;4;3;3;108811.44;94180.3;48921.58;14655.67;0;3712.5;3345;0;13883.6;0;10324.81;3000
500711803;1;5018;1;3;69;1361;259;3;1;54;6;2;2;28242.41;14262.28;13412.04;4499.96;0;1650;798;176.08;3600;0;2688;0
500711804;1;5018;1;3;69;1361;259;2;1;70;4;2;1;37967.2;0;22796.72;14766.4;0;2607.5;1059;2347.82;300;0;1716;0
500711805;1;5018;1;3;69;1361;259;2;1;41;6;2;1;15491.8;12491.8;17975.89;7541.89;0;2100;1047;0;4770;0;1917;600
500716401;1;5018;1;2;68;1362;180;1;2;54;4;1;1;53565.71;48920.55;9632.58;1928.53;0;3372.48;1277.37;0;600;0;2454.2;0
500716401;2;5018;1;2;68;1362;180;2;1;24;6;4;2;42603.25;42603.25;22797.92;7842.82;1428.24;944.32;1103.21;0;9749.03;0;1730.3;0
500716402;1;5018;1;2;68;1362;180;3;2;61;4;3;3;31330.34;23160.3;28380.44;12603.66;0;2650.96;3199.26;0;5124.68;1741.93;3059.95;0
500716403;1;5018;1;2;68;1362;180;2;1;39;6;5;2;36079.19;29959.23;8713.2;2982.79;0;2937.58;1228.02;0;0;0;1564.81;0
500716404;1;5018;1;2;68;1362;180;2;1;45;5;4;3;96141.71;87432.04;51103.4;1478.54;978.26;8206.45;1631.58;0;14668.16;20032.24;4108.17;0
500716405;1;5018;1;2;68;1362;180;2;1;49;10;2;1;62122.68;51847.81;67663.34;33028.74;745.41;7475.12;5112.05;996.81;13819.34;648;5837.87;0
500717901;1;5018;1;2;68;1363;193;2;1;46;4;4;1;17577.13;14673.91;14258.73;6801.3;0;2586.96;505.14;0;1161.28;2028.28;1175.77;0
500717902;1;5018;1;2;68;1363;193;2;1;37;6;5;1;17853.25;17853.25;17481.52;7212.76;0;4609.01;1244.62;213.25;2140.64;1161.28;899.96;0
500717903;1;5018;1;2;68;1363;193;3;2;20;9;3;2;11305.23;0;8959.66;3651.35;0;1510.64;601.19;97.82;1780.64;725.8;592.22;0
500717904;1;5018;1;2;68;1363;193;3;1;59;3;5;2;18271.2;15367.98;10106.86;2417.07;0;2721.29;1088.66;498.9;837.78;0;2543.16;0
500717905;1;5018;1;2;68;1363;193;2;1;42;4;4;2;27855.16;25532.58;22468.49;7894.12;0;3777.58;1126.39;0;4645.15;1161.29;3863.96;0
500717906;1;5018;1;2;68;1363;193;3;1;48;6;6;3;60136.98;55491.82;26266.17;9167.03;0;2806.93;1419.61;420.64;6053.34;2322.58;4076.04;0
500719301;1;5018;1;2;68;1364;209;2;1;38;8;3;2;62961.31;57154.86;48729.14;18357.2;1565.19;6194.51;3222.53;1643.46;10772.75;5080.64;1892.86;0
500719302;1;5018;1;2;68;1364;209;2;1;43;6;4;3;45711.86;37868.45;22178.2;10799.48;0;2518.93;1016.09;0;6461.78;0;1381.92;0
500719303;1;5018;1;2;68;1364;209;1;1;77;1;1;1;15166;0;8037.14;3844.22;0;1070.32;1355.8;0;680.04;840;246.76;0
500719304;1;5018;1;2;68;1364;209;2;1;78;1;4;3;42645.05;32404.88;9874.97;2699.93;0;2140.64;357.08;195.64;2861.72;0;1619.96;0
500719305;1;5018;1;2;68;1364;209;2;1;43;6;5;2;20805.38;17902.16;13072.43;5219.87;0;1214.51;1156.4;474.43;3169.82;513.57;1323.83;0
500719306;1;5018;1;2;68;1364;209;2;1;59;8;2;1;35052.64;0;30962.52;7238.46;0;2370.96;670.63;0;20142.48;0;539.99;0
500727001;1;5018;1;2;68;1365;211;2;2;33;6;4;1;27146.73;27146.73;16334.08;8202.75;654.45;3461.12;1169.96;0;580.64;1161.29;859.31;244.56
500727003;1;5018;1;2;68;1365;211;2;1;37;6;6;2;40687.75;35461.95;39354.36;25807.27;2103.22;2101.61;2655.48;414.76;960;1451.61;3860.41;0
500727004;1;5018;1;2;68;1365;211;2;1;59;4;3;2;6738.33;1565.2;12210.2;9379.17;0;1260;290.31;279.76;0;391.3;609.66;0
500727005;1;5018;1;2;68;1365;211;1;1;30;10;1;1;51153.07;47669.2;18055.57;6132.73;1369.55;1780.64;647.38;539;3152.06;0;1010.3;3423.91
500727006;1;5018;1;2;68;1365;211;1;1;58;4;1;1;38880.56;24260.86;8818.12;2687.1;391.3;50;101.6;24.45;4242.84;0;342.57;978.26
500730201;1;5018;1;3;69;1366;231;3;2;45;6;4;3;59126.18;52397.73;43086.48;27411.26;1858.69;3125.8;2044.22;0;5789.81;1773.83;1082.87;0
500730203;1;5018;1;3;69;1366;231;3;1;55;4;3;3;64776.18;58969.73;17728.47;9617.03;0;1364.32;760.63;1848.88;2941.5;0;1196.11;0
500730204;1;5018;1;3;69;1366;231;2;1;90;6;3;3;37704.63;0;20910.56;10272.74;1438.01;1567.64;937.68;1137.69;4125.54;0;1431.26;0
500730205;1;5018;1;3;69;1366;231;2;1;49;7;3;1;53202.76;45944.7;12957.1;5708.49;0;2293.5;1106.96;264.12;2183.12;74.17;1326.74;0
500730206;1;5018;1;3;69;1366;231;2;1;53;6;4;3;75446;61313.66;23335.82;11609.83;723.86;0;3442.93;606.51;4161.47;247.25;2543.97;0
500733701;1;5018;1;3;69;1367;279;2;2;49;6;4;4;31450.8;15344.26;32919.8;20121.15;538.03;1710;2222.7;0;3282.84;3000;2045.08;0
500733702;1;5018;1;3;69;1367;279;2;1;47;10;4;1;34549.17;27049.17;27282.9;17356.94;0;2005;1021.62;0;4440;1350;1109.34;0
500733703;1;5018;1;3;69;1367;279;2;1;40;10;3;1;50709.76;30983.59;35089.98;14438.4;0;2370;1389.13;1995.64;6540;4200;4156.81;0
500733704;1;5018;1;3;69;1367;279;3;1;46;6;3;3;39329.49;27688.52;30465.14;8446.99;2983.68;3750;2894.28;978.25;3000;1647.54;2289;4475.4
500733705;1;5018;1;3;69;1367;279;1;2;68;6;1;1;54191.37;0;43360.33;17254.1;0;2134;4200.24;0;4404;960;5673.57;8734.42
500733706;1;5018;1;3;69;1367;279;1;1;79;4;1;1;27477.72;14715.43;32975.36;24055.39;0;1222.5;1743;0;3300;540;2114.47;0
500753502;1;5018;1;3;69;1368;206;2;1;23;10;3;1;31451.06;28027.15;50785.2;11622.76;2201.07;5988.95;1394.03;24710.84;3832.25;25;1010.3;0
500753504;1;5018;1;3;69;1368;206;3;1;49;10;4;3;108582.99;96970.09;56944.12;14894.83;0;4541.61;1521.27;1467.39;4645.16;25006.44;4158.19;709.23
500753505;1;5018;1;3;69;1368;206;3;2;65;8;5;3;133124.41;61239.11;38794.26;17176.95;0;6750;3768.33;0;5524.83;0;5574.15;0
500753506;1;5018;1;3;69;1368;206;2;2;46;10;2;2;49157.6;49157.6;14976.53;10709.21;0;60;1757.16;0;0;978.26;1471.9;0
500755602;1;5018;1;3;69;1369;282;3;1;51;10;5;5;91819.64;71950.8;69762.59;16965.44;606.52;6300;1689;117.39;14039.24;28800;1245;0
500755603;1;5018;1;3;69;1369;282;2;1;44;7;4;2;72344.21;71557.33;57995.69;27719.8;0;15150;1398;2788.02;6425.4;1050;3464.47;0
500755605;1;5018;1;3;69;1369;282;3;2;84;4;2;2;26933.23;9221.3;12375.65;3496.66;880.43;1975;564;0;2435.56;0;924;2100
500755606;1;5018;1;3;69;1369;282;2;2;33;10;5;2;84682.57;84682.57;120400.58;23696.66;586.95;9165;7409.99;1164.12;67103.06;1391.8;9883;0
500813801;1;5018;1;2;68;1370;156;3;1;56;6;4;2;64254.08;0;24828.45;4578.34;0;5840;1347;1614.11;5667;3600;2182;0
500813802;1;5018;1;2;68;1370;156;2;1;27;6;3;3;18914.74;8803.27;24263.26;4397.03;0;7650;446.9;5282.6;5355.73;0;1131;0
500813803;1;5018;1;2;68;1370;156;1;1;55;9;1;1;19334.26;4426.22;10592.9;3818.48;0;3510;723;0;1671.42;0;870;0
500813804;1;5018;1;2;68;1370;156;2;1;49;3;2;2;9722.78;5065.57;9370.98;2880.98;0;3678;297;0;1800;0;715;0
500813805;1;5018;1;2;68;1370;156;2;1;63;4;3;2;152847.53;61475.4;64340.4;22898.41;1834.22;1445.5;1650;24559.21;3870.12;0;5378.03;2704.91
500813806;1;5018;1;2;68;1370;156;1;2;78;3;1;1;16943.69;0;4897.4;3067.4;0;975;555;0;0;0;300;0
500819401;1;5018;1;3;69;1371;252;2;2;47;9;4;3;34256.46;27538.03;56393.52;8588.51;0;5522.25;3445.96;0;11203.94;26158.06;1474.8;0
500819402;1;5018;1;3;69;1371;252;2;1;67;4;2;2;31963.32;11445.65;26134.91;16090.54;176.08;6070.96;1408.02;44.99;1275.96;0;1068.36;0
500819403;1;5018;1;3;69;1371;252;2;1;52;10;3;2;73481.57;57619.56;33847.51;6878.47;0;7461.29;1631.58;577.17;13833.86;0;3465.14;0
500819404;1;5018;1;3;69;1371;252;2;1;45;6;5;4;39989.65;29543.46;32888.98;10312.58;978.26;2907.14;757.7;0;1161.29;14516.12;2255.89;0
500819405;1;5018;1;3;69;1371;252;2;1;35;10;5;4;44138.14;20659.88;31479.54;14322.69;371.73;1161.29;2583.85;1467.39;9398.11;0;2174.48;0
500819405;2;5018;1;3;69;1371;252;2;1;59;3;2;2;33368.47;33368.47;29071.99;8009.95;0;8036.12;931.91;0;7737.09;750;1161.27;2445.65
500819406;1;5018;1;3;69;1371;252;2;1;46;6;3;2;52747.18;45489.12;17712.98;3702.81;428.46;2167.5;3930.92;141.84;4529.19;275.8;2536.46;0
500821701;1;5018;1;2;68;1372;185;3;2;57;6;2;1;27265.53;24265.53;19777.15;9898.61;1305.96;1515;3017.7;0;2142.84;538.04;1359;0
500821702;1;5018;1;2;68;1372;185;2;1;40;6;5;4;55296.91;45401.83;53323.12;19696.8;929.32;2865;2427;0;6600;13200;7605;0
500821703;1;5018;1;2;68;1372;185;3;1;31;6;5;3;42368.83;38768.83;26148.74;11944.09;1638.56;2145;1284;0;6557.09;0;2580;0
500821704;1;5018;1;2;68;1372;185;2;1;36;6;5;4;74507.3;42363.88;33276.11;11911.07;1095.64;3424.5;6381.78;0;6407.12;0;4056;0
500821705;1;5018;1;2;68;1372;185;2;1;34;8;4;2;76528.02;72028.02;50187.5;20204.75;391.3;2685;2471.7;0;11769.94;9850.81;2814;0
500821706;1;5018;1;2;68;1372;185;2;1;55;4;3;2;42912.28;6698.35;34072.76;6518.53;3218.46;3615;7698.24;1467.39;9701.14;600;1254;0
500831901;1;5018;1;3;69;1373;243;2;1;66;6;2;1;59253.46;0;42631;11507.11;1663.04;3571.61;11525.98;1770.64;5854.83;4402.17;2164.43;171.19
500831903;1;5018;1;3;69;1373;243;2;1;37;6;5;2;9287.87;4402.17;15551.65;6518.43;0;5349.18;310.62;97.82;1684.68;0;1590.92;0
500831904;1;5018;1;3;69;1373;243;2;2;59;8;2;2;34190.19;34190.19;38042.89;13538.46;1927.15;9259.35;1785.42;880.42;6304.96;1451.61;2895.52;0
500831906;1;5018;1;3;69;1373;243;2;1;49;6;5;2;59245.02;54890.19;38911.58;22009.9;2347.81;2475.96;4037.86;166.3;4845.75;0;3028;0
500848302;1;5018;1;3;69;1374;227;1;2;65;4;1;1;133063.13;115855.92;30444.42;17051.58;0;3319.97;676.43;0;8917.44;0;479;0
500848303;1;5018;1;3;69;1374;227;1;2;37;10;1;1;39933.98;33505.42;7660.2;0;342.39;2400;516.76;782.6;3193.54;0;101.6;323.31
500848304;1;5018;1;3;69;1374;227;2;1;34;10;4;1;67321.45;57326.07;36928.29;9771.37;1173.91;2090.32;5292.33;1369.56;9427.48;3913.04;3890.28;0
500848305;1;5018;1;3;69;1374;227;2;2;38;9;3;2;35338.79;13597.81;23282.14;2738.5;224.99;1780.64;2564.09;0;6772.25;6912.57;1799.97;489.13
500848306;1;5018;1;3;69;1374;227;2;1;33;6;2;2;21540.66;2054.34;41324.68;20352.7;1672.82;2634.18;5151.78;92.93;8772.32;293.47;2354.48;0
500860001;1;5018;1;4;70;1375;349;2;1;25;7;3;2;75575.53;75575.53;35878.07;7053.32;0;13393.54;2667.44;88.04;8337.09;0;2871.25;1467.39
500860003;1;5018;1;4;70;1375;349;1;2;86;6;1;1;35893.28;0;4522.76;745.7;0;2903.22;104.51;0;0;0;769.33;0
500860004;1;5018;1;4;70;1375;349;1;2;55;11;1;1;93266.1;78749.98;53217.48;3329.99;0;3315.96;7795.8;3228.24;9863.88;0;10909.52;14774.09
500860005;1;5018;1;4;70;1375;349;2;1;50;8;4;4;112057.53;109154.31;59345.64;12355.59;0;8100;2537.39;293.47;16141.93;0;19917.26;0
500867202;1;5018;1;2;68;1376;230;2;1;32;7;5;1;51203.64;47719.77;24485.03;7559.82;1232.57;2980.64;1472.77;185.86;8137.74;0;2915.63;0
500867203;1;5018;1;2;68;1376;230;2;1;55;7;6;4;147835.53;143480.7;52270.13;16274.87;5576.06;1305.48;2450.28;430.43;13292.27;5516.12;3069.79;4354.83
500867204;1;5018;1;2;68;1376;230;1;1;41;3;1;1;22430.76;22430.76;42885.56;21201.25;0;5564.51;1167.07;293.47;4035.44;660;963.83;8999.99
500867205;1;5018;1;2;68;1376;230;2;1;29;10;4;1;60513.09;57609.87;29306.91;9719.85;2699.96;2205.96;2048.17;281.73;6387.09;1170;4794.15;0
500867206;1;5018;1;2;68;1376;230;2;1;30;8;4;1;60910.17;58006.95;24101.18;11687;0;1894.64;1337.96;203.46;4097;0;2952.55;1928.57
500874701;1;5018;1;2;68;1377;212;1;1;48;6;1;1;24550.81;20950.81;22215.54;12535.53;557.6;2955;1344;0;3399.33;0;674.08;750
500874701;2;5018;1;2;68;1377;212;1;1;51;5;1;1;11188.51;11188.51;20257.86;12246.22;156.52;2430;2493.04;107.6;1465.21;257.31;1101.96;0
500874702;1;5018;1;2;68;1377;212;3;1;49;6;6;4;25815.55;17633.23;25403.03;8278.59;293.47;3039;2715.98;134.99;4485;3300;3156;0
500874704;1;5018;1;2;68;1377;212;1;1;72;4;1;1;12344.25;0;2099.64;257.14;0;465;402.26;0;735.24;0;240;0
500874705;1;5018;1;2;68;1377;212;2;1;44;6;4;4;54779.1;48670.91;33927.31;11269.11;1946.71;1650;5376.44;626.08;9990;912.24;2096.73;60
500874706;1;5018;1;2;68;1377;212;3;1;53;3;5;3;25480.3;16475.39;11358.42;5207.02;1516.26;885;615;0;2273.36;0;861.78;0
500884501;1;5018;1;3;69;1378;247;2;1;40;8;5;1;58445.65;41233.68;28073.38;15235.5;1074.12;3111.29;1619.96;0;2550;1016.12;3466.39;0
500884502;1;5018;1;3;69;1378;247;3;2;63;8;5;2;55681.96;22010.86;27451.78;12728.38;1697.25;3907.25;955.13;0;5399.96;0;2763.81;0
500884503;1;5018;1;3;69;1378;247;2;2;45;6;3;1;27246.13;22891.3;20525.88;9077.03;479.33;4357.25;1119.98;0;4264.26;0;1228.03;0
500884504;1;5018;1;3;69;1378;247;1;1;35;8;1;1;36899.35;29641.29;30894.55;15094.11;1173.9;3232.25;447.08;0;6406.45;0;4540.76;0
500884505;1;5018;1;3;69;1378;247;2;1;40;6;4;1;15701.08;15701.08;17028.75;5708.46;0;7596.76;621.26;0;2057.14;0;1045.13;0
500884506;1;5018;1;3;69;1378;247;2;1;36;10;6;1;49828.18;44021.73;35826.73;18522.65;1122.05;2700;1906.11;78.26;7470.96;580.64;3446.06;0
500888601;1;5018;1;3;69;1379;221;2;1;65;6;3;2;50042.34;42576.77;30027.03;16087.03;469.56;2935.5;1492.91;763.03;5967;0;2312;0
500888602;1;5018;1;3;69;1379;221;2;1;39;6;4;2;50999.96;40081.93;23830.12;10208.41;0;3300;1068;117.39;5080.32;1800;2256;0
500888603;1;5018;1;3;69;1379;221;2;2;44;8;4;4;81605.37;75605.37;57961.51;23632.97;0;2610;4233;782.6;22637.51;0;4065.43;0
500888604;1;5018;1;3;69;1379;221;2;1;67;6;2;2;55511.89;0;31868.59;6955.64;2944.56;2720;5088;1467.39;7167;0;5526;0
500888605;1;5018;1;3;69;1379;221;2;1;76;5;2;2;33801.59;0;12550.79;6760.16;547.81;1917;834;0;1281.13;0;1210.69;0
500888606;1;5018;1;3;69;1379;221;2;1;47;5;5;2;48919.31;44419.31;35156.74;15114.66;0;4242;1305;176.08;9600;1860;2859;0
500890801;1;5018;1;3;69;1380;241;2;1;46;7;5;4;112457.71;106310.17;83596.37;48717.41;1007.58;5301;1779;180.97;15597;4698;6315.41;0
500890802;1;5018;1;3;69;1380;241;1;2;52;4;1;1;41993.9;31592.27;15169.42;5438.47;391.3;1875;750;0;5064.16;270.49;1380;0
500890803;1;5018;1;3;69;1380;241;2;2;55;6;3;3;51527.25;34043.65;44950.26;4731.36;293.46;2907;939;195.64;18404.18;420;1617;15442.62
500890804;1;5018;1;3;69;1380;241;1;2;53;4;1;1;16251.61;11901.62;14434.78;5007.76;224.99;3030;423;449.98;4521.4;0;777.65;0
500890806;1;5018;1;3;69;1380;241;2;2;35;6;3;2;37337.69;26680.32;21127.41;7444.2;0;4680;753;195.64;5795.57;600;1659;0
500910401;1;5018;1;3;69;1381;234;2;1;32;6;4;1;8771.66;2616.84;14498.9;9362.43;195.65;1245.96;412.23;166.3;1833.16;0;1283.17;0
500910402;1;5018;1;3;69;1381;234;2;1;35;6;6;2;44749.89;37491.83;26112.18;13731.35;0;4875.48;923.2;234.77;3342.58;0;3004.8;0
500910403;1;5018;1;3;69;1381;234;2;1;34;6;5;1;20511.9;17608.68;49754.35;16765.51;651.5;1415.32;3745.19;322.81;22603.75;725.8;3524.47;0
500910404;1;5018;1;3;69;1381;234;2;1;62;4;3;2;12322.26;7703.79;15710.88;8627.03;0;2769.67;632.89;234.78;2836.86;0;609.65;0
500910405;1;5018;1;3;69;1381;234;2;1;54;6;2;1;82110.79;0;14324.87;2699.97;880.43;378;1683.85;0;7698.46;0;984.16;0
500910406;1;5018;1;3;69;1381;234;2;1;49;6;3;1;7826.08;7826.08;9814.47;1697.09;0;7214.51;342.56;0;0;0;560.31;0
500917901;1;5018;1;3;69;1382;223;2;1;65;1;3;2;46070.47;2347.82;20527.94;4178.48;489.11;5182.83;1329.65;58.69;6425.79;750;1135.13;978.26
500917902;1;5018;1;3;69;1382;223;2;1;62;10;2;2;20758.04;0;17066.85;9961.73;0;2737.64;780.91;102.7;2087.46;0;1396.41;0
500917903;1;5018;1;3;69;1382;223;2;2;24;7;3;1;35217.39;0;39214.19;13500.85;3326.06;7739.99;3712.92;56.73;5562.71;1931.89;3383.04;0
